date,호기,total,mean,max,min,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-11-13,1,83968,3499,6348,991,6348,991,1011,991,1425,1700,1387,1821,1670,2025,2196,2349,3749,5562,4569,3650,3003,3665,5703,6292,6348,5400,5229,6251,4646,3327
2020-11-14,1,31634,1318,2813,117,2813,117,2052,1779,1129,1057,1043,1342,1208,1120,928,1791,2813,2723,2106,1817,1986,1634,941,779,950,662,319,552,117,786
2020-11-15,1,6479,270,971,0,971,71,830,445,106,108,174,514,770,971,533,320,463,608,279,143,71,0,0,0,0,0,74,0,0,71
2020-11-16,1,14899,621,2793,0,2793,31,70,606,714,954,1275,1716,2793,2007,1243,1104,409,0,163,55,0,31,69,0,0,33,225,352,644,436
2020-11-17,1,33198,1383,3944,0,3944,40,40,0,0,0,0,0,0,147,618,851,873,2189,3090,1524,1703,1961,1993,1718,3179,2235,2097,2615,3944,2421
2020-11-18,1,123067,5128,9914,0,9914,2112,2731,3854,3317,3041,3954,3527,2912,2843,2451,3711,2112,0,5514,9558,8255,7135,4519,4953,6750,7683,7633,9914,8693,8007
2020-11-19,1,146641,6110,7920,3039,7920,3039,7752,6473,6049,5748,5571,6800,7739,7636,6231,7897,7920,6664,6293,5002,3039,4384,6344,7554,7020,4293,3545,5485,5923,5279
2020-11-20,1,130176,5424,9357,0,9357,1062,5653,4972,2851,1062,2071,1446,1792,4666,5076,5007,5480,6544,1321,0,6733,8670,9357,9113,8818,7932,6961,7415,8799,8437
2020-11-21,1,40008,1667,8391,0,8391,307,8295,8391,3605,2622,1970,1111,462,691,861,1208,935,1822,1378,982,1108,1255,823,341,0,0,307,1113,403,324
2020-11-22,1,76364,3182,7857,0,7857,160,160,266,315,300,353,178,0,638,1860,1639,970,1430,2194,3762,7569,7857,6922,6694,7489,6606,4272,3920,4669,6301
2020-11-23,1,141005,5875,9254,651,9254,651,7032,6715,6952,6021,7195,6541,5219,5147,4846,4583,4953,6951,651,2852,5332,5196,4629,4338,3953,7265,9254,8859,8592,7927
2020-11-24,1,135824,5659,7736,2266,7736,2266,7723,6691,5246,7123,7568,7195,5676,6321,5867,7638,5139,4505,2762,5814,7736,6848,4035,3585,4144,4516,2266,5492,6255,5678
2020-11-25,1,60453,2519,6361,0,6361,730,2963,5539,5605,6361,3187,730,2438,5187,3294,1613,0,0,0,0,0,2680,6268,1680,2121,2068,1363,3344,2481,1531
2020-11-26,1,50319,2097,5412,1051,5412,1051,1847,1298,2114,4167,2306,1327,1522,1108,1426,2353,1051,2430,1503,1278,1322,1545,1113,1238,2108,2754,1827,3239,4029,5412
2020-11-27,1,137890,5745,7918,1106,7918,1106,4936,4886,2857,1106,3184,5184,7105,6461,4092,4530,3993,5197,7497,7018,6817,7494,7122,7918,7419,6982,6363,6125,6863,6743
2020-11-28,1,137832,5743,6981,3475,6981,3475,6826,6400,6886,6646,6965,6534,5515,4643,3475,3814,5721,6774,6410,6981,5856,5231,5010,4633,6206,5116,5404,6171,6333,4283
2020-11-29,1,52069,2170,3888,541,3888,541,3888,2814,3211,2008,1878,1552,605,779,541,2072,2524,2413,2846,3509,2731,2449,2016,1797,1779,2055,2389,2519,1853,1839
2020-11-30,1,55045,2294,6597,227,6597,227,1324,227,299,1539,804,675,645,629,636,1795,1178,1281,1232,1361,2531,3116,2957,2276,5690,6597,6185,4908,3947,3217
2020-12-01,1,42625,1776,4718,372,4718,372,3554,3269,4718,3897,3937,3304,2922,1922,1829,767,497,549,372,900,993,1188,1197,597,815,720,705,560,1070,2342
2020-12-02,1,77825,3243,6975,464,6975,464,2302,3435,3440,3179,3650,3940,3379,2205,1159,546,464,641,971,1788,2273,4155,3157,1551,2782,6481,6613,6975,6598,6140
2020-12-03,1,127434,5310,7961,2810,7961,2810,5813,6831,6661,7393,6785,7005,6041,3933,3807,3134,5268,5947,3885,2810,3241,2872,3541,4870,5903,5603,7217,7961,5912,5000
2020-12-04,1,117600,4900,6697,3288,6697,3288,5199,4803,4804,3288,3528,4872,4463,4672,4311,4802,4886,4234,5052,5901,6697,6557,6212,5528,4312,4670,5126,5264,3868,4551
2020-12-05,1,46516,1938,5613,697,5613,697,2979,2400,2191,1436,1369,697,2764,5613,2630,3169,2834,2572,1569,1841,1908,1905,1367,1066,1211,886,1212,838,1049,1008
2020-12-06,1,55120,2297,6155,337,6155,337,953,1189,1532,1331,1136,1715,2539,2126,2039,2353,1845,1140,1023,1940,337,3545,2524,2174,2533,3870,3801,3495,3827,6155
2020-12-07,1,56819,2367,5344,461,5344,461,4894,4633,5073,5344,4590,3856,4289,4225,2463,1199,1126,1558,1426,1487,1330,2073,973,777,461,1598,1142,628,869,807
2020-12-08,1,30981,1291,4253,357,4253,357,357,1640,1848,1086,1320,1063,653,560,715,800,755,1085,1071,3055,4253,3424,1070,448,684,1237,943,594,740,1580
2020-12-09,1,38229,1593,6884,0,6884,111,2623,4364,3134,6884,6173,4090,2475,2503,1095,443,804,772,386,111,124,132,176,286,671,673,310,0,0,0
2020-12-10,1,38373,1599,5047,0,5047,422,0,737,970,1288,1658,1975,2115,2566,2565,2642,5047,3073,1764,2737,1374,446,960,1746,1123,422,523,673,1027,940
2020-12-11,1,10338,431,1889,0,1889,36,686,690,726,1374,1889,1631,880,584,188,48,46,41,222,223,36,0,0,0,141,0,0,157,150,626
2020-12-12,1,52515,2188,6623,0,6623,714,714,1840,1443,2449,2308,3671,3214,2318,2336,3235,4758,2026,0,2208,6623,4235,1604,811,1037,1180,1008,935,1171,1392
2020-12-13,1,69538,2897,7252,0,7252,212,2089,1467,1461,2710,2196,2527,1846,588,0,0,0,212,863,516,869,2164,4887,7046,6742,7094,5626,5109,6274,7252
2020-12-14,1,172321,7180,8907,5452,8907,5452,7547,7156,7178,6895,5967,5452,6339,6815,6889,6813,6351,6294,6524,7516,7861,8360,7309,7551,7685,8261,8529,8907,8018,6100
2020-12-15,1,87095,3629,6322,289,6322,289,6322,5318,5439,5601,4325,4367,3508,3170,3190,4622,3756,4091,4318,2922,3826,5438,6030,3754,1796,2603,1336,663,412,289
2020-12-16,1,104995,4375,9247,121,9247,121,186,121,829,1185,1124,941,1316,1679,1167,2504,5187,4956,6170,6543,7814,8681,9076,9247,8508,7027,6438,5109,4188,4998
2020-12-17,1,78016,3251,7374,194,7374,194,4865,5572,5518,4838,5342,6323,6888,7374,6949,4235,2999,2826,3424,4399,2265,1504,741,357,203,521,226,210,194,240
2020-12-18,1,44232,1843,5766,0,5766,252,252,316,0,0,0,311,0,0,0,297,299,300,1284,3736,3938,2679,2163,3111,2342,3667,4681,3803,5289,5766
2020-12-19,1,166463,6936,9365,0,9365,4345,6720,7350,6860,6053,6496,8029,8236,7427,7645,7452,7688,9066,6281,0,4784,7868,6780,7031,8080,9184,9365,7875,5846,4345
2020-12-20,1,60664,2528,5098,1144,5098,1144,3818,2568,2831,3306,3911,5098,4377,3987,3198,1935,1416,1926,2162,1663,2221,2992,3120,1597,1673,1144,1388,1253,1338,1740
2020-12-21,1,15588,650,2247,0,2247,79,1602,1931,2247,2236,1732,1351,714,311,334,282,110,195,90,79,304,835,316,96,0,0,99,106,218,399
2020-12-22,1,20153,840,2953,0,2953,7,98,7,0,0,0,0,14,0,103,41,41,681,1276,1504,1124,1091,2343,2223,1166,1653,2953,1961,923,954
2020-12-23,1,10110,421,1954,0,1954,122,738,486,158,0,0,0,0,0,0,0,0,201,805,1774,1520,1954,775,894,682,122,0,0,0,0
2020-12-24,1,106348,4431,10003,157,10003,157,157,239,646,768,1354,1483,2673,3818,2823,2882,3540,6664,6548,720,3892,9150,10003,7326,7287,7214,6220,7511,7112,6318
2020-12-25,1,140321,5847,8970,1374,8970,1374,7806,8220,7110,8096,5958,5015,3393,4644,8195,7733,8970,7833,8100,8727,8303,7824,6512,4579,1768,1374,2444,3602,2339,1776
2020-12-26,1,8385,349,1393,0,1393,82,995,371,290,1393,1327,594,603,459,208,0,103,84,184,285,227,92,82,0,0,0,0,117,656,317
2020-12-27,1,23889,995,5501,0,5501,39,107,39,203,165,0,303,139,145,230,189,257,384,1802,1959,1067,1849,505,428,759,2881,5501,3167,1245,566
2020-12-28,1,24727,1030,3189,0,3189,64,949,856,878,1389,2318,3189,2107,3101,2079,1019,1380,1218,912,799,585,259,158,0,507,842,64,116,0,0
2020-12-29,1,84331,3514,10269,0,10269,423,0,0,0,0,1333,2348,1934,1414,946,472,0,423,848,823,567,499,2356,9251,9909,10218,10205,10249,10267,10269
2020-12-30,1,208519,8688,10037,7190,10037,7190,10035,10037,9761,9526,9372,9318,9168,9650,9996,9526,8449,7711,7333,7456,8387,7286,8366,8080,7190,8816,8861,8112,8257,7826
2020-12-31,1,165490,6895,10009,2222,10009,2222,8322,8251,9938,9984,10009,9971,9923,9698,9521,8871,8466,5266,2825,2714,2958,2222,3839,4959,5835,5980,5487,7298,6574,6580
2021-01-01,1,28422,1184,7088,0,7088,230,7088,5800,4517,3370,1396,877,637,230,299,392,253,315,308,236,232,242,242,279,419,401,367,268,0,255
2021-01-02,1,73839,3077,7010,221,7010,221,648,1489,1331,541,585,1496,1257,1060,1060,221,295,1976,2165,2598,3381,5230,6483,6931,7010,6814,5329,5195,4759,5987
2021-01-03,1,110521,4605,8099,1323,8099,1323,4752,5045,4304,3744,3663,5870,7004,6634,4018,4337,4695,4548,4287,5882,8099,7633,7476,6028,3054,2460,2261,1323,1357,2049
2021-01-04,1,28658,1194,3172,0,3172,102,3172,2163,1332,1199,1823,3040,2546,1422,981,378,741,1924,2190,1534,1247,850,454,102,0,0,166,575,330,491
2021-01-05,1,101053,4211,9618,139,9618,139,794,380,1089,912,624,139,537,1308,3293,7095,6047,8755,9475,9618,7622,5919,4406,5885,5610,5023,5043,4928,3049,3502
2021-01-06,1,48221,2009,4576,84,4576,84,2621,2368,4252,4124,3165,2288,1687,894,506,150,84,232,590,1528,3600,3637,3149,2430,2184,1460,1194,715,788,4576
2021-01-07,1,180526,7522,10038,4064,10038,4064,9834,10038,10015,10001,9801,9533,8121,7943,6263,4440,6851,8711,8959,8971,8454,7906,6001,5592,6848,6931,6125,4064,4645,4479
2021-01-08,1,158141,6589,9158,2806,9158,2806,2806,6157,8457,8492,8304,8346,6891,8761,7740,6932,5740,4154,4020,5547,6334,5352,5843,6479,6767,8381,9158,8086,5363,4032
2021-01-09,1,126222,5259,9100,1698,9100,1698,2916,4065,3362,2559,1698,1922,2973,4704,3934,4000,5216,6823,8169,9100,7292,6744,6884,6372,7771,6991,8936,6916,3874,3001
2021-01-10,1,37730,1572,3359,77,3359,77,2557,2034,1504,1456,2689,719,86,77,243,476,239,627,736,1046,1329,2175,2762,2714,2873,3359,2411,2280,1610,1729
2021-01-11,1,25083,1045,2559,22,2559,22,1165,226,28,135,22,28,28,316,363,2108,1706,863,975,1399,1676,829,448,803,2241,1122,1908,2090,2559,2047
2021-01-12,1,55101,2296,6176,227,6176,227,2549,4624,4883,2774,6176,5671,3864,2584,1117,359,227,602,1052,1466,613,1174,1293,926,2243,2442,2417,1962,2021,2061
2021-01-13,1,34218,1426,4762,0,4762,176,2230,1815,1701,1252,740,512,894,1149,1397,347,0,0,0,0,0,2430,3093,4762,4436,3588,2860,837,0,176
2021-01-14,1,28084,1170,3976,0,3976,145,285,321,150,241,258,145,403,387,0,0,0,0,149,495,1194,1809,2502,1305,1134,3026,3697,3728,2881,3976
2021-01-15,1,129903,5413,9735,789,9735,789,4872,7285,7274,6128,6207,7783,6505,5714,8185,9541,9735,8593,7771,7963,4791,2555,1875,1078,1131,1079,789,1294,4535,7224
2021-01-16,1,202697,8446,10001,5399,10001,5399,8007,9170,9008,9723,10001,9387,9940,5399,9714,9631,8621,8863,8607,9366,9273,9174,9456,8679,7917,7252,7006,6666,5433,6403
2021-01-17,1,110200,4592,9616,0,9616,1047,6846,7646,9616,9391,8254,5687,4405,4261,4043,3686,4486,6014,4708,4685,5159,3906,3204,3311,3063,2380,2654,1746,1047,0
2021-01-18,1,102621,4276,8629,0,8629,246,0,0,246,1510,3037,2784,3336,2200,2028,1172,2461,3122,5862,5341,6088,5754,5517,6023,6377,7778,7366,7501,8629,8486
2021-01-19,1,76078,3170,8558,0,8558,417,8220,5295,3245,3776,3935,4377,4198,5926,7565,8558,7917,1667,0,2472,3227,2220,1129,583,651,700,417,0,0,0
2021-01-20,1,5135,214,1111,0,1111,17,0,0,0,35,0,0,0,129,165,86,225,754,1111,616,616,520,267,17,0,0,0,69,265,261
2021-01-21,1,6921,288,832,0,832,39,303,243,44,122,261,69,128,317,365,379,424,495,376,650,403,639,832,371,320,72,0,0,39,69
2021-01-22,1,22786,949,2129,227,2129,227,227,1628,741,347,1439,1666,1038,2129,1765,1518,807,521,1113,969,732,771,823,708,943,761,569,477,626,469
2021-01-23,1,93929,3914,7744,511,7744,511,602,511,781,1195,1046,1944,2927,3128,3029,2781,3603,3607,3348,4128,3607,4500,4960,5743,6408,7044,7055,6750,7486,7744
2021-01-24,1,91568,3815,7569,1323,7569,1323,7569,6630,5573,4898,1933,2107,3808,4032,2637,4224,3331,4036,3975,1323,3819,4078,2524,2590,3381,4787,4159,3291,2766,4095
2021-01-25,1,67276,2803,4675,997,4675,997,2763,3448,3054,3805,4352,4675,3767,3079,2910,2745,2929,3207,3856,3705,3479,3297,2345,2070,1824,1388,1082,997,1347,1154
2021-01-26,1,74523,3105,7851,0,7851,221,759,542,664,507,221,242,905,496,1247,3505,5993,0,0,0,3011,5580,7851,7797,7141,6976,5440,4927,4836,5886
2021-01-27,1,98404,4100,8158,270,8158,270,7810,8076,8151,8156,8158,8157,8145,7277,5037,4593,3898,3187,1200,1808,2319,2845,2549,2029,1703,1443,878,412,303,270
2021-01-28,1,84022,3501,7754,0,7754,257,0,0,257,663,733,284,2239,4594,4516,4144,6780,7754,7201,5129,7598,6744,4083,1885,616,3315,3964,3898,3844,3783
2021-01-29,1,106008,4417,6986,1061,6986,1061,3965,3964,4010,4009,4013,3960,4982,4978,5166,6196,6986,6889,5621,6219,6872,6460,6262,4164,2388,3772,1529,1180,1061,1362
2021-01-30,1,12720,530,1398,0,1398,80,637,247,186,854,101,80,241,772,810,209,0,0,506,991,1398,1265,1044,478,331,1079,525,853,111,0
2021-01-31,1,63338,2639,6123,0,6123,199,0,0,199,399,407,374,343,540,1271,1768,2369,3931,4809,5601,5715,6123,4371,4771,2732,2289,3323,4248,3817,3938
2021-02-01,1,60448,2519,7491,147,7491,147,2691,4431,6808,5993,7491,7288,2374,2492,1016,1337,147,755,3553,2125,1394,582,631,877,202,382,1871,3822,1362,825
2021-02-02,1,133704,5571,7739,3034,7739,3034,3052,6611,5857,5888,6927,6575,5842,4207,4115,5248,5748,6624,6403,7352,7739,7156,7225,6469,5521,4640,4767,3553,3034,3148
2021-02-03,1,25920,1080,3881,0,3881,149,2993,2988,3881,3306,2526,2137,1927,931,396,322,377,541,711,613,149,155,0,0,0,0,246,685,813,224
2021-02-04,1,91984,3833,7494,236,7494,236,236,1554,1435,1325,2997,1141,3114,3917,3921,4129,4738,4312,4805,4734,5775,7108,7494,6634,5785,4024,3537,2191,2609,4469
2021-02-05,1,27575,1149,4402,0,4402,190,3014,3194,4402,3844,3378,2318,1826,1004,329,0,0,0,0,0,0,0,0,0,401,1654,541,190,368,1112
2021-02-06,1,21632,901,4410,0,4410,56,1444,770,2039,2473,2468,1408,4410,2148,1471,67,67,64,83,61,121,57,712,1214,500,56,0,0,0,0
2021-02-07,1,100411,4184,8282,592,8282,592,592,4467,5442,5586,5016,5568,4920,4353,2789,2513,2128,1309,1023,1476,2180,2488,2086,3040,4985,6106,7543,8240,8282,8278
2021-02-08,1,160714,6696,8036,0,8036,4473,8036,7874,6828,6844,7019,6400,6869,7144,7402,7615,7777,7893,4473,0,0,6133,7990,8011,7992,8014,8004,7943,7659,6795
2021-02-09,1,95259,3969,7112,0,7112,2317,7112,6678,5459,3442,5435,5765,4406,3938,3810,5409,5545,5435,5162,0,0,2997,3712,2317,2880,3669,3459,2791,3060,2779
2021-02-10,1,52189,2175,4345,312,4345,312,2545,3124,3818,3047,3637,2419,2062,1643,1932,1721,1223,592,850,312,644,1207,1595,2158,2275,2520,3271,4345,2996,2254
2021-02-11,1,19311,805,2595,0,2595,104,2521,1522,1534,2595,2484,1981,1174,2002,923,299,453,364,282,204,104,0,113,324,109,0,0,0,0,324
2021-02-12,1,11949,498,2095,0,2095,64,614,432,310,450,64,134,519,821,725,813,1245,2095,1015,380,92,0,0,97,0,0,88,523,641,888
2021-02-13,1,12447,519,2082,0,2082,63,1071,855,1487,2082,2055,1499,1072,533,444,356,78,63,0,172,184,306,190,0,0,0,0,0,0,0
2021-02-14,1,8939,372,1864,0,1864,145,0,0,0,0,0,0,0,0,0,0,0,0,0,157,145,165,596,1185,1203,461,676,1090,1398,1864
2021-02-15,1,136627,5693,9721,1062,9721,1062,1313,1344,3626,4164,4717,4993,4103,4348,5623,6675,8454,9612,9721,5438,1062,1079,3198,8638,8535,7985,8003,7980,8011,8007
2021-02-16,1,95145,3964,7885,382,7885,382,7885,7670,7237,7172,7105,5745,4669,1635,382,917,1747,830,832,2345,2605,7770,4549,2879,1317,1839,3728,3347,5335,5604
2021-02-17,1,134853,5619,7826,3693,7826,3693,5458,5045,3724,3693,3709,4402,5201,4767,5076,5431,5450,6033,7369,7538,7826,7496,7112,5816,5597,5668,5864,5495,5757,5328
2021-02-18,1,131700,5488,5938,4141,5938,4141,4965,4896,4141,5290,5860,5764,5798,5524,5619,5539,5577,5444,5750,5713,5721,5834,5805,5872,5780,5938,5933,5490,4596,4851
2021-02-19,1,59010,2459,5545,0,5545,41,4811,3720,2440,2731,2409,2798,3963,5545,3806,1934,862,554,493,276,49,41,41,0,338,2384,4474,4814,5066,5462
2021-02-20,1,65227,2718,6028,157,6028,157,5520,4931,5050,5624,5794,6028,5968,5942,5062,4032,1687,619,668,669,233,921,185,160,160,157,317,1196,1884,2420
2021-02-21,1,63244,2635,5446,0,5446,717,2092,4135,3619,2185,2177,2491,2850,4665,3007,975,717,0,0,0,0,0,3659,5446,4995,4217,4406,5049,3465,3093
2021-02-22,1,103402,4308,8009,0,8009,139,5075,5808,5093,3591,3058,1452,139,772,3370,2319,1350,1338,0,318,2304,6246,6932,6905,7866,7780,8003,7996,8009,7678
2021-02-23,1,128852,5369,7953,0,7953,1487,7625,7614,7853,7922,7953,7178,7313,7669,5933,4529,2553,0,0,0,1487,6470,5235,5406,5410,6974,6565,6123,6221,4819
2021-02-24,1,56551,2356,6983,285,6983,285,5760,6666,6983,5982,4900,4782,4102,3683,1409,436,824,831,1076,1322,1455,1471,1416,1183,455,382,389,285,308,452
2021-02-25,1,62694,2612,6318,371,6318,371,548,561,526,597,371,748,679,1154,1042,1731,1799,2127,2554,2410,4839,3918,2950,3310,3560,3734,5462,6318,5568,6187
2021-02-26,1,168195,7008,7854,3872,7854,3872,4474,4643,5702,5733,3872,6678,6924,7060,7695,7468,7552,7644,7796,7825,7604,7770,7813,7750,7854,7743,7794,7590,7734,7475
2021-02-27,1,168978,7041,7802,4105,7802,4105,7723,7388,7619,7761,7802,7702,7412,7654,7487,7734,7583,7649,7765,7684,7561,7064,7096,6741,6921,6821,5543,4989,4105,5173
2021-02-28,1,48177,2007,4469,541,4469,541,4053,3526,4469,3827,3404,3622,2357,1773,1762,2126,2094,1923,1487,592,541,579,541,651,633,872,1171,1131,1572,3471
2021-03-01,1,127012,5292,7789,1419,7789,1419,3385,5456,5096,4785,4352,4635,5224,7485,6367,6668,7599,7789,5972,5819,5895,5753,4965,1419,2655,3425,5549,5913,5716,5090
2021-03-02,1,138634,5776,7887,1541,7887,1541,5959,5887,6008,6031,6057,6777,7887,7680,7672,7006,7730,7819,7508,7829,7413,6005,6272,4766,3751,3347,3587,2534,1541,1566
2021-03-03,1,16860,703,1653,0,1653,75,1653,1504,1525,1630,1324,518,95,208,290,602,499,985,994,1093,1030,858,730,584,211,124,83,0,75,245
2021-03-04,1,39755,1656,6824,0,6824,239,719,1277,1013,1015,972,720,949,608,0,239,0,0,0,0,543,509,1342,387,890,4670,5295,5536,6824,6246
2021-03-05,1,45590,1900,5878,367,5878,367,4184,1965,1265,2218,2942,1649,1008,1210,1024,2335,2048,1313,1049,843,519,367,391,436,593,2441,3601,2583,3729,5878
2021-03-06,1,95713,3988,6994,1135,6994,1135,6994,5822,4309,2988,2277,2712,3013,1370,1203,1194,1135,1863,3316,4447,4763,5121,6184,4982,5263,5264,5706,6261,5405,4120
2021-03-07,1,67711,2821,5720,663,5720,663,4505,4397,3974,4753,5367,5720,4664,3519,3178,2774,3183,3601,3380,2328,2241,2490,1535,1124,854,849,706,663,862,1046
2021-03-08,1,18874,786,1853,183,1853,183,748,769,903,827,1143,1355,1441,1853,1513,1107,1279,1196,971,756,388,432,325,289,274,226,398,234,264,183
2021-03-09,1,43512,1813,8127,0,8127,379,381,0,423,380,0,483,379,0,0,0,0,403,841,884,1297,1650,3406,3852,3182,2061,2649,5757,7358,8127
2021-03-10,1,99654,4152,8173,980,8173,980,7914,7375,7981,7542,7994,8066,8173,8027,7458,7115,3513,1085,1096,1346,1703,2351,2467,2081,1069,1064,1186,995,980,1074
2021-03-11,1,15595,650,2522,159,2522,159,542,206,159,159,297,552,350,569,444,365,432,959,640,282,174,225,248,257,411,387,1533,2416,1466,2522
2021-03-12,1,74334,3097,6057,0,6057,58,2634,2649,2384,64,58,0,194,513,2393,2527,3699,4012,4180,4533,5159,5453,4284,3832,3041,4195,5013,6057,4500,2961
2021-03-13,1,29475,1228,3188,135,3188,135,2046,1358,1164,808,639,635,446,304,135,191,152,254,149,715,1382,1719,2158,1077,1580,2872,3146,1571,1787,3188
2021-03-14,1,32707,1363,4307,0,4307,534,1862,1094,676,670,628,638,741,3508,4307,4036,2430,0,0,0,0,2136,1894,1317,2079,1309,1048,1230,569,534
2021-03-15,1,27150,1131,2883,0,2883,91,363,91,581,750,152,93,869,1253,1619,1073,2324,2883,1949,0,2812,2583,1771,1085,434,531,692,413,670,2162
2021-03-16,1,98554,4106,7686,156,7686,156,4399,4820,3849,2645,829,781,4303,2536,2537,3356,5181,5251,2287,156,3459,3546,3232,5579,7083,7686,7305,6318,4465,6951
2021-03-17,1,60046,2502,7364,495,7364,495,6333,3609,5418,6148,6169,7364,6376,5240,2129,868,811,982,726,642,769,890,1198,914,495,529,499,655,708,574
2021-03-18,1,27301,1138,1972,375,1972,375,517,459,751,1350,1349,991,1151,1235,1809,1972,1871,1831,1653,1434,1545,1336,1099,684,609,828,915,984,553,375
2021-03-19,1,42013,1751,3589,819,3589,819,907,819,1163,1116,1303,832,1100,2204,2164,2510,3589,3330,2203,2190,1258,1964,1299,1004,1186,1331,2015,1935,2138,2451
2021-03-20,1,70071,2920,7956,0,7956,345,2253,2781,2100,2234,1769,1524,1012,947,751,456,345,0,0,464,1156,2570,4158,3239,5535,7038,7397,6544,7841,7956
2021-03-21,1,125598,5233,8070,0,8070,3371,8042,8053,8059,8055,8056,8046,8070,7982,7919,3371,0,0,0,0,0,3605,5867,5963,5940,5700,5433,5566,5815,6057
2021-03-22,1,56621,2359,5826,0,5826,1284,5826,3885,3194,3145,3832,3196,2692,2471,2707,3192,1455,0,0,0,0,0,4750,5631,2745,1467,1647,1890,1612,1284
2021-03-23,1,26823,1118,5013,0,5013,106,1508,1339,1297,1129,1064,1720,1460,1531,1105,753,208,231,253,164,113,122,141,106,0,274,675,2192,5013,4423
2021-03-24,1,51888,2162,4266,0,4266,222,3934,4266,3062,2332,3189,2140,3671,2113,1392,3450,4062,2976,2498,1344,2073,1618,3168,2568,1145,327,222,0,0,339
2021-03-25,1,22677,945,3544,0,3544,6,63,30,766,870,774,1949,2340,3544,2000,1659,919,954,562,522,526,611,414,119,0,6,0,1107,1695,1247
2021-03-26,1,22171,924,2829,0,2829,109,567,1257,1517,1873,2829,1676,1342,109,0,0,166,620,971,1005,1199,1154,907,948,885,597,984,923,234,406
2021-03-27,1,108661,4528,7982,74,7982,74,747,3229,1653,1237,125,74,635,2899,4970,7982,6457,6983,7715,6718,7148,7102,7435,7693,7409,6902,6304,5462,1590,191
2021-03-28,1,58804,2450,7127,0,7127,64,64,0,845,2077,7127,6768,5667,4329,6643,5266,3365,5111,3125,0,2028,4188,1244,209,444,0,0,0,189,115
2021-03-29,1,27504,1146,3177,0,3177,18,0,0,252,2187,2507,1624,1788,1079,1302,1217,521,378,94,18,234,899,1231,1178,1046,2460,3177,1160,1719,1433
2021-03-30,1,23970,999,2716,0,2716,132,1696,1948,1512,2119,1478,760,1047,1271,2716,2660,1285,0,0,0,0,747,1882,1866,541,176,133,132,0,0
2021-03-31,1,9264,386,1364,0,1364,102,0,0,0,0,0,111,297,475,102,364,827,844,1364,965,578,344,335,290,120,399,481,662,293,414
2021-04-01,1,80616,3359,5814,498,5814,498,498,724,1227,915,1035,1547,2211,2474,3532,4359,5249,4791,3774,3861,4455,4311,5814,5115,4944,5235,4100,4347,3258,2840
2021-04-02,1,70604,2942,4528,1283,4528,1283,3590,3196,3425,2858,3654,4528,4048,4184,3241,3429,3392,3239,3487,4440,3461,2745,2408,2029,1287,1660,1541,1283,1359,2119
2021-04-03,1,77966,3249,7780,0,7780,147,1793,1147,967,1584,3160,3469,3257,4237,4284,5751,7000,7465,7716,7780,7744,5621,2240,1269,894,241,0,0,202,147
2021-04-04,1,104328,4347,7439,0,7439,252,252,5644,7327,6521,5863,7279,6291,4043,4633,5880,5298,6796,7439,0,5529,6160,5617,5251,3316,1476,758,859,859,1236
2021-04-05,1,26372,1099,3377,0,3377,274,699,274,363,570,896,1315,1031,1992,2071,3104,3377,1304,0,0,0,793,1926,1081,631,499,885,903,1442,1217
2021-04-06,1,64002,2667,7770,0,7770,620,1234,1374,1892,1567,1694,1446,1564,1999,1254,620,838,783,0,0,785,2567,3408,4532,4851,5418,6444,7770,5847,6116
2021-04-07,1,91736,3822,7416,0,7416,655,5047,4083,4948,5366,6092,7189,7416,6992,6790,4839,3141,1512,0,655,999,763,718,791,2572,3718,2353,5071,5711,4971
2021-04-08,1,98790,4116,9026,0,9026,1976,3808,3432,3128,3546,4398,5965,4976,3987,4631,4148,3144,1976,0,0,0,0,5187,9026,7396,7661,6961,5849,4192,5379
2021-04-09,1,87674,3653,8873,912,8873,912,8873,6338,6800,6945,6981,5624,4453,2811,1665,1509,912,1271,1491,2116,1843,2719,2418,2721,2464,3279,3611,3800,3847,3184
2021-04-10,1,48386,2016,4068,0,4068,669,4068,3187,2943,2422,3221,3454,3405,3330,3498,4049,2728,0,0,0,0,1048,1965,1771,1365,1528,1594,1332,669,812
2021-04-11,1,24012,1001,2768,0,2768,165,557,369,820,1270,583,931,820,1070,2016,2768,1205,0,0,0,0,165,2297,1981,1562,1272,1247,1178,849,1055
2021-04-12,1,147524,6147,9812,1066,9812,1066,1155,1119,1366,1391,1523,1922,3728,5796,7192,9584,9774,9778,9220,7743,9065,9578,9771,9812,9789,8032,7504,6029,5586,1066
2021-04-13,1,186483,7770,10079,2727,10079,2727,2727,3033,7582,7102,6601,6874,6655,6136,7482,7987,7372,9904,10075,10079,10063,10000,9385,8003,7985,9174,7450,6884,9026,8906
2021-04-14,1,150608,6275,9986,0,9986,1504,9500,8912,9880,9986,9569,9512,9959,9164,7796,9502,7987,1986,0,0,1504,5516,6716,5387,3956,4571,5956,4919,4100,4227
2021-04-15,1,35204,1467,6167,163,6167,163,5100,6167,4036,3694,3317,2104,1320,626,375,396,163,302,459,469,612,677,990,1363,570,262,348,613,623,616
2021-04-16,1,3772,157,809,0,809,17,562,809,202,0,0,0,0,0,0,0,52,0,0,17,483,561,262,17,0,79,47,0,225,455
