date,호기,total,mean,max,min,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-06-01,1,33349,1390,4048,0,4048,72,0,0,0,72,1174,1535,724,685,1135,1291,838,545,1909,2140,1018,763,634,859,3891,4048,3234,2045,2434,2375
2020-06-02,1,30942,1289,5020,0,5020,47,431,646,305,163,126,0,129,49,53,47,85,379,2433,2140,1619,1096,1739,3140,2423,867,3040,5020,2352,2661
2020-06-03,1,31296,1304,4609,0,4609,46,2972,401,151,0,46,0,0,0,0,129,1213,1731,2277,3823,1883,212,0,55,303,1369,2867,3502,3753,4609
2020-06-04,1,17319,722,3289,0,3289,276,3179,3289,1881,2122,1009,373,0,0,0,0,324,567,507,457,586,368,0,0,0,0,0,577,1804,276
2020-06-05,1,1291,54,298,0,298,1,0,0,0,1,110,0,0,56,130,0,0,0,1,21,268,284,298,17,0,0,0,0,0,105
2020-06-06,1,4861,203,722,0,722,20,73,20,195,722,710,280,577,372,210,210,440,193,0,100,190,47,273,32,0,0,0,0,0,219
2020-06-07,1,1186,49,238,0,238,40,40,41,0,0,0,0,0,44,41,0,99,166,229,238,223,66,0,0,0,0,0,0,0,0
2020-06-08,1,1542,64,369,0,369,28,0,0,0,0,0,0,28,0,0,67,236,243,369,224,116,93,31,103,0,0,32,0,0,0
2020-06-09,1,28356,1182,4043,0,4043,37,0,0,37,387,780,793,457,276,699,656,1315,1660,1404,2089,4043,3159,1875,1667,1517,1505,1376,1163,955,542
2020-06-10,1,66623,2776,6878,226,6878,226,226,869,1745,1300,1761,2528,2183,1464,2072,2336,1935,2850,1741,2830,4573,4284,2890,3473,6878,5441,3344,3489,4248,2163
2020-06-11,1,12570,524,4411,0,4411,144,1556,3525,4411,788,0,0,0,0,261,795,438,0,0,230,248,174,0,0,0,0,0,0,144,0
2020-06-12,1,33489,1395,8796,0,8796,545,0,0,0,0,0,904,758,0,642,1462,776,545,0,0,0,0,830,971,1446,1905,2764,6696,4994,8796
2020-06-13,1,84321,3513,8172,344,8172,344,8172,2563,3488,7663,6167,3640,2236,2908,840,986,909,344,631,1086,2381,2280,2635,2815,4914,5068,4096,5863,5710,6928
2020-06-14,1,65629,2735,7661,188,7661,188,4492,3974,3157,4533,7661,4588,2342,3577,1566,1618,507,188,982,845,2896,1014,633,3336,986,527,1602,3932,6370,4304
2020-06-15,1,13300,554,2696,0,2696,169,2696,1027,612,671,776,1057,669,517,1000,538,232,169,323,315,210,169,0,0,197,170,822,689,271,171
2020-06-16,1,25256,1052,4962,0,4962,43,866,1427,1695,1036,1158,1620,2687,4962,2800,2525,1396,1599,1104,215,77,0,0,44,43,0,0,0,0,0
2020-06-17,1,4640,193,1449,0,1449,28,0,0,0,42,394,152,1449,454,253,0,0,284,275,100,28,488,278,93,48,0,0,0,113,188
2020-06-18,1,21377,891,2364,174,2364,174,315,373,277,825,1100,2040,1643,2364,1489,1411,1014,697,599,359,646,810,774,546,174,1071,917,865,436,633
2020-06-19,1,26675,1111,2909,0,2909,72,744,1350,2528,2909,2511,2645,2189,2627,2337,2339,1566,622,472,401,550,521,291,0,0,0,0,0,0,72
2020-06-20,1,4918,205,664,0,664,31,149,82,124,92,0,0,0,82,60,226,387,664,581,608,554,506,300,135,55,54,64,165,31,0
2020-06-21,1,14358,598,2086,0,2086,47,60,211,470,633,867,1059,795,1220,2086,1966,935,582,400,602,700,509,426,293,214,192,47,94,0,0
2020-06-22,1,4627,193,423,0,423,35,35,118,133,111,226,273,286,303,192,176,293,283,382,340,401,423,411,176,65,0,0,0,0,0
2020-06-23,1,20531,855,2608,0,2608,46,0,0,0,0,46,59,203,55,113,528,648,1011,1681,2460,2320,2608,1939,812,543,321,331,805,1813,2236
2020-06-24,1,119808,4992,9437,0,9437,552,2598,3557,4844,5831,7922,7218,9429,8936,8033,8032,4709,6328,4735,6759,9437,7813,4728,2759,3909,865,812,552,0,0
2020-06-25,1,6418,267,1507,0,1507,10,0,32,23,0,0,0,0,0,0,0,58,0,96,0,0,10,232,0,1507,1213,1084,1428,724,10
2020-06-26,1,19067,794,3142,0,3142,34,40,0,42,358,47,1721,3099,3142,1355,613,62,49,34,0,0,202,702,731,1497,1582,1672,1561,508,51
2020-06-27,1,2964,124,853,0,853,7,0,320,853,198,340,86,0,0,0,0,18,85,14,0,78,0,0,0,0,7,194,234,358,179
2020-06-28,1,33995,1416,5963,0,5963,36,941,2760,4193,3784,5963,5615,3294,1664,745,656,459,876,867,853,438,52,0,56,69,36,0,0,203,471
2020-06-29,1,68257,2844,9946,0,9946,266,318,0,0,266,480,654,433,278,329,1285,946,1109,986,1788,779,3253,6041,9789,9946,6909,6709,7227,3874,4858
2020-06-30,1,127169,5299,9343,522,9343,522,7281,6636,3465,2497,522,924,1995,5532,8932,9343,8470,7952,7931,7384,8303,6452,7018,7091,3195,2922,1973,2545,3757,5049
2020-07-01,1,66587,2774,9881,0,9881,190,7320,9881,7537,5925,7237,3640,4145,3397,2521,1797,2815,3430,2336,1163,350,298,328,204,267,190,0,297,670,838
2020-07-02,1,1026,43,321,0,321,89,244,90,89,321,166,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
2020-07-03,1,26812,1117,3010,0,3010,75,0,128,116,75,315,282,245,560,642,974,1192,2600,2684,3010,1874,2832,2356,1483,1119,463,619,926,1007,1308
2020-07-04,1,9622,401,1710,0,1710,93,1710,1437,1212,960,807,697,593,412,457,252,469,212,100,115,97,93,0,0,0,0,0,0,0,0
2020-07-05,1,2251,94,648,0,648,37,0,0,0,0,0,0,0,0,37,94,279,579,648,297,134,99,84,0,0,0,0,0,0,0
2020-07-06,1,3124,130,925,0,925,13,0,261,145,19,15,0,0,155,98,13,15,28,353,89,553,56,18,89,925,195,0,33,21,43
2020-07-07,1,12590,525,4208,0,4208,53,0,0,0,0,0,79,126,300,312,150,96,771,304,427,53,182,304,128,57,197,179,1104,4208,3614
2020-07-08,1,19314,805,4826,0,4826,108,418,210,1360,3835,4116,4826,2310,565,142,0,0,0,0,111,108,0,352,290,198,256,0,0,0,217
2020-07-09,1,10815,451,1111,0,1111,26,382,426,295,0,0,0,26,294,463,809,786,836,1111,866,79,0,94,502,385,817,1036,529,139,936
2020-07-10,1,25870,1078,5746,0,5746,59,3377,4216,5746,4085,900,330,278,156,96,0,0,0,0,0,93,1539,1741,1206,0,0,59,223,737,1088
2020-07-11,1,2486,104,1056,0,1056,41,128,41,0,0,131,88,1056,168,42,43,159,44,0,284,63,0,0,0,76,54,0,0,41,68
2020-07-12,1,81518,3397,9713,278,9713,278,397,546,528,427,278,552,1442,2183,2633,2203,1713,1547,3108,4422,4508,4975,2751,3684,4461,5903,6807,8413,9713,8323
2020-07-13,1,92052,3836,8080,0,8080,293,6598,7631,6018,6095,7228,6602,7166,8080,5752,4702,4202,3509,1854,1363,3694,4707,4545,491,988,537,0,0,293,0
2020-07-14,1,100251,4177,7669,695,7669,695,822,4748,7570,7300,7151,7669,7514,6697,6494,5309,5292,6137,3487,4793,3264,4451,2145,1545,1730,1755,1300,749,695,1636
2020-07-15,1,35527,1480,2702,683,2702,683,1765,1505,1504,1177,954,746,760,1251,968,2144,2563,2273,1409,2088,2648,2702,2119,1416,1091,959,954,683,973,875
2020-07-16,1,15706,654,2133,0,2133,247,1187,1299,1459,2133,1661,609,675,247,511,768,854,1094,720,599,521,670,407,293,0,0,0,0,0,0
2020-07-17,1,6129,255,704,0,704,28,282,453,704,365,381,96,32,29,84,193,278,303,262,401,530,541,488,226,0,0,123,250,80,28
2020-07-18,1,19403,808,2673,0,2673,41,0,0,0,256,223,135,41,43,148,630,817,980,1021,1192,1287,2673,1024,950,1311,1466,915,644,1600,2047
2020-07-19,1,131493,5479,9755,2461,9755,2461,4961,4376,2830,4119,3393,3005,3007,2461,3507,3578,5187,4835,5443,5588,6737,8003,8350,4143,5811,8980,9755,9426,7971,6027
2020-07-20,1,62907,2621,6887,0,6887,201,6887,6786,5678,5756,4994,6720,5652,4041,4840,5199,2326,268,574,286,201,0,0,0,0,320,558,320,565,936
2020-07-21,1,14179,591,4136,0,4136,187,352,820,871,629,349,197,371,187,0,0,0,0,0,0,0,415,244,212,392,306,570,965,3162,4136
2020-07-22,1,13243,552,2187,0,2187,183,2187,1993,1216,1580,2083,267,0,321,902,818,183,257,411,374,312,0,0,0,0,0,0,0,0,339
2020-07-23,1,133312,5555,9695,161,9695,161,161,635,2812,2282,675,974,1023,1973,5250,7323,8099,9218,7828,9695,7999,9225,8811,8509,8124,7214,4835,7558,8221,4870
2020-07-24,1,88184,3674,5923,1650,5923,1650,2019,4787,5228,2366,4140,4328,4067,5157,4105,3827,2669,2803,2095,2050,1650,1903,5545,4764,4359,3800,5922,5923,2942,1734
2020-07-25,1,48198,2008,6672,0,6672,170,2279,6672,4363,1486,2266,3677,4614,4136,2849,1472,2791,3250,2449,1853,1963,758,340,170,375,435,0,0,0,0
2020-07-26,1,5357,223,896,0,896,58,0,0,0,58,0,360,852,628,896,683,310,309,390,162,233,104,215,87,70,0,0,0,0,0
2020-07-27,1,52180,2174,8091,0,8091,271,272,0,0,0,0,0,313,457,448,499,502,353,0,271,402,642,5235,6499,8091,5267,7169,4609,4208,6943
2020-07-28,1,98179,4091,9236,1357,9236,1357,9236,8205,5883,6867,6022,3779,3006,5128,2903,2881,2589,3466,3291,4196,3606,4117,5140,5388,3678,2301,1695,1963,1357,1484
2020-07-29,1,51926,2164,3756,706,3756,706,1902,2190,2082,2094,2183,2521,2828,706,1493,2164,2127,2690,2699,2471,2119,2200,1657,2284,2250,1402,1923,1973,2214,3756
2020-07-30,1,25018,1042,3926,0,3926,138,3196,3119,3926,2507,1777,2157,1032,664,1153,921,325,483,138,154,339,428,535,698,481,138,0,0,228,621
2020-07-31,1,11660,486,1984,0,1984,11,756,676,303,11,0,0,0,0,0,0,0,113,648,742,875,1033,774,503,522,404,800,463,1052,1984
2020-08-01,1,49702,2071,4749,365,4749,365,3020,2105,1994,1355,365,1172,2210,1400,460,1708,1585,2261,2165,2281,1985,1502,1146,1412,1763,2546,3503,4749,2948,4066
2020-08-02,1,93422,3893,6228,1993,6228,1993,2902,3372,4928,6179,6228,6069,3912,3869,3464,3854,4138,4579,4399,4121,4446,3024,2971,1993,2332,2461,2942,3073,4613,3552
2020-08-03,1,98971,4124,7578,1769,7578,1769,4222,4311,3113,3540,4697,3888,3573,2183,3075,3494,4132,5789,7163,7314,7578,5002,4898,5008,4425,3076,2029,1769,2580,2113
2020-08-04,1,103988,4333,7489,1075,7489,1075,2026,1105,1075,2815,3056,1831,1617,1691,1832,3561,4608,6516,6540,6442,6902,7489,6319,6394,5774,5984,6373,5856,4006,4180
2020-08-05,1,147387,6141,9773,2394,9773,2394,3795,2562,2394,6549,5347,5954,6214,6139,6884,7054,6272,5937,5089,6416,5909,6665,6702,6609,8431,9442,9773,8686,4603,3962
2020-08-06,1,123968,5165,7017,2783,7017,2783,3154,3295,3209,3218,2783,5404,4558,5431,6768,6079,5801,4436,4854,5767,5662,4582,5943,5844,5739,5911,6568,5891,6054,7017
2020-08-07,1,112843,4702,7160,2373,7160,2373,7160,4818,4178,4364,3655,4347,4281,2373,3942,5296,3475,4146,4880,4966,3832,3200,4978,6966,6022,4663,5184,5282,5052,5783
2020-08-08,1,151906,6329,7778,4679,7778,4679,7307,7449,6939,6526,6766,5750,7354,7715,7037,6985,6427,4679,5993,6420,6234,5811,4840,5861,4725,6228,5003,5128,6952,7778
2020-08-09,1,144685,6029,7989,3704,7989,3704,7561,6975,7989,7402,6218,6080,6923,7246,5023,5902,6585,5154,4768,5499,4679,6404,6187,5769,6357,5813,3704,5976,5182,5289
2020-08-10,1,74846,3119,7474,57,7474,57,6570,4751,4395,2130,1941,1286,883,247,113,688,2630,2389,834,57,562,3845,4652,4062,3691,3490,4948,7312,7474,5900
2020-08-11,1,125212,5217,6588,3382,6588,3382,5273,6553,5246,4461,5108,4453,5735,3999,3768,3461,3382,5899,6501,6588,6121,6252,6471,5832,6049,5560,5422,4508,4589,3979
2020-08-12,1,93649,3902,5664,2008,5664,2008,4110,4155,4349,3389,4754,4459,5212,3993,4942,3706,4512,3171,4145,5631,5664,4215,3902,4666,3344,2135,2008,2108,2379,2699
2020-08-13,1,125193,5216,8571,2036,8571,2036,2036,4438,2918,2530,3467,4851,3071,3960,5224,5887,5870,5478,6577,6609,4613,2127,2845,6948,7634,7842,7099,6233,8364,8571
2020-08-14,1,99295,4137,8711,1416,8711,1416,8711,7419,5908,4783,4361,3829,5054,4457,4254,4273,4161,4110,3765,2688,2141,2158,3089,4181,3652,3876,1937,1416,3884,5187
2020-08-15,1,38273,1595,4825,0,4825,134,4825,4333,1559,3365,4676,4094,1955,0,134,0,207,253,253,541,226,798,639,1023,976,602,1733,1662,1861,2557
2020-08-16,1,21689,904,2359,0,2359,197,2059,1930,2359,1375,805,1166,197,0,0,0,0,275,1157,1438,1486,920,683,536,830,725,453,860,1644,790
2020-08-17,1,6158,257,1482,0,1482,76,941,1014,973,1482,988,214,94,0,0,0,0,0,0,76,0,0,0,0,0,110,91,78,99,0
2020-08-18,1,7908,330,1494,0,1494,14,0,0,65,237,708,1203,1494,846,479,319,307,325,474,457,235,14,0,0,0,0,0,0,108,637
2020-08-19,1,27997,1167,4060,0,4060,3,383,289,985,1356,3419,4060,4006,2320,988,342,207,633,72,11,6,183,70,0,3,227,1660,2180,2406,2192
2020-08-20,1,22873,953,4501,54,4501,54,2953,4501,1891,223,1357,2830,2457,543,150,64,67,243,55,54,74,54,321,491,515,433,606,628,1036,1328
2020-08-21,1,9707,404,2508,0,2508,94,2373,2508,1257,133,0,0,0,0,0,274,131,130,321,544,346,320,241,289,321,149,275,94,0,0
2020-08-22,1,6425,268,1116,0,1116,33,0,0,0,0,0,43,283,349,564,1116,1006,780,832,934,116,140,58,0,170,33,0,0,0,0
2020-08-23,1,1951,81,396,0,396,18,0,0,0,18,396,0,24,0,0,29,208,367,279,18,20,0,252,37,25,148,131,0,0,0
2020-08-24,1,13041,543,1494,0,1494,74,0,0,0,149,74,0,0,240,1147,1494,284,390,763,624,792,705,782,689,598,545,1178,968,699,918
2020-08-25,1,124831,5201,7244,1174,7244,1174,1174,1620,2087,3071,3336,3526,3976,2639,4130,6081,5835,7052,6959,6847,7244,6291,6031,6347,7181,6985,7004,5994,6856,6565
2020-08-26,1,8275,345,8275,0,8275,8275,8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,1,67109,2796,8189,0,8189,1136,0,0,0,0,0,0,0,0,1136,2486,2655,2797,3043,3893,4153,4578,4966,4809,4305,5573,8189,8066,3902,2559
2020-08-28,1,45964,1915,5955,405,5955,405,2511,2217,1981,1551,944,1560,2113,1847,1156,785,610,655,898,1359,405,1090,1819,2177,1430,1453,3549,5955,4378,3522
2020-08-29,1,49123,2047,3909,0,3909,257,3481,2720,1761,2494,3814,3909,2505,2419,1875,2419,2579,2706,2970,2994,2622,2659,1728,1022,901,439,433,417,257,0
2020-08-30,1,3545,148,1449,0,1449,285,0,0,0,0,0,0,0,0,0,0,0,285,365,319,0,0,0,0,0,0,0,423,704,1449
2020-08-31,1,43267,1803,3605,270,3605,270,980,412,314,423,270,306,705,1016,1017,1479,1650,1838,1198,1243,1972,3403,2239,2512,3254,3564,3561,3605,2970,3335
2020-09-01,1,72313,3013,3983,1956,3983,1956,3983,3477,3110,3158,3162,2898,3308,2935,2652,3223,2609,2308,3636,3355,2719,1956,2321,2730,2706,2804,3708,3459,2658,3438
2020-09-02,1,81629,3401,9875,0,9875,303,3894,4635,4877,5784,6818,8567,9250,9121,9875,9676,8830,303,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,1,16783,699,2012,0,2012,528,0,0,0,0,0,0,0,0,0,542,1427,2012,1009,1033,1267,1089,1202,1282,1374,528,731,796,544,1947
2020-09-04,1,5105,213,2038,0,2038,175,2038,677,358,0,0,0,0,0,175,207,207,289,410,306,208,231,0,0,0,0,0,0,0,0
2020-09-05,1,14407,600,1968,0,1968,52,0,0,52,131,99,266,91,127,615,418,173,150,244,696,640,1173,770,117,647,1314,1901,976,1968,1839
2020-09-06,1,79022,3293,7908,0,7908,1110,1194,1777,1298,1110,1818,1711,1739,2289,2947,3228,3062,3252,4589,4743,4905,5948,6430,7421,7908,7797,3857,0,0,0
2020-09-07,1,18442,768,4677,0,4677,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,4174,4677,2257,1877,1324,1465,453,37
2020-09-08,1,34471,1436,3078,57,3078,57,994,2240,1631,1280,2020,2603,773,128,57,700,2648,2193,1398,1402,1305,1246,1178,708,75,542,952,3078,2754,2565
2020-09-09,1,22542,939,2962,128,2962,128,837,495,1318,2962,1555,1905,938,869,926,466,495,488,375,128,150,1585,1990,1418,691,790,881,817,295,168
2020-09-10,1,3932,164,1140,0,1140,39,777,1140,1007,546,0,0,0,0,0,0,0,39,112,271,40,0,0,0,0,0,0,0,0,0
2020-09-11,1,6163,257,1402,0,1402,123,0,0,0,0,0,142,141,0,0,0,0,219,123,0,0,0,0,0,1367,907,503,821,538,1402
2020-09-12,1,16039,668,2890,0,2890,94,579,0,333,889,1858,2890,2692,2137,1657,1093,916,389,187,94,133,99,0,94,0,0,0,0,0,0
2020-09-13,1,12343,514,1780,0,1780,31,0,0,0,0,192,0,0,31,39,947,1381,1451,1536,1304,1780,1354,1055,779,80,36,79,179,53,70
2020-09-14,1,1356,57,270,0,270,40,147,102,163,60,0,0,0,0,0,0,80,153,173,82,270,85,0,0,0,0,0,0,40,0
2020-09-15,1,1265,53,316,0,316,33,0,0,0,0,0,0,0,0,0,0,0,77,106,59,34,0,34,0,0,269,90,316,248,33
2020-09-16,1,13266,553,2918,29,2918,29,186,139,173,856,606,1280,2918,1859,535,234,29,35,35,127,559,76,454,104,276,903,587,777,221,295
2020-09-17,1,20377,849,1846,0,1846,44,463,1009,1458,1115,1182,1565,1613,1820,484,124,0,0,0,44,497,475,481,283,836,1146,998,1285,1846,1652
2020-09-18,1,28163,1173,3095,0,3095,128,1519,2619,2596,1835,1523,1402,3095,1168,1315,1003,275,0,128,365,969,695,870,1581,1307,970,758,616,797,757
2020-09-19,1,21714,905,2283,57,2283,57,626,267,223,917,1429,1741,2283,1303,751,583,453,426,127,57,165,380,539,936,1200,1078,1138,1641,1989,1460
2020-09-20,1,35924,1497,3421,293,3421,293,1147,2396,2531,2362,1339,993,986,1081,491,867,867,741,293,674,860,859,882,906,1470,2892,2308,3184,2372,3421
2020-09-21,1,21074,878,1998,236,1998,236,1998,1768,1624,684,472,457,447,460,236,375,733,793,1083,1070,803,1274,947,524,787,932,1056,646,671,1236
2020-09-22,1,93542,3898,7481,1434,7481,1434,1484,1883,1971,1930,1434,1784,1796,2788,2925,3288,3861,4433,4341,5751,5429,6383,7360,7253,7481,5992,3850,2979,3595,3554
2020-09-23,1,94606,3942,5737,2375,5737,2375,4512,3733,3608,3271,3097,2686,2375,2885,2535,2746,2637,2780,2775,3660,4591,5669,5297,5099,5720,4639,5737,5206,4768,4580
2020-09-24,1,80291,3345,5744,934,5744,934,5086,5099,4475,3804,5161,5744,4716,4834,3183,3529,4618,5027,3409,2235,2665,2502,1951,2398,2236,2482,1627,934,1232,1343
2020-09-25,1,22201,925,2075,0,2075,65,774,807,1107,1727,1558,1203,957,1205,1224,2075,2052,1747,1850,946,788,880,729,120,0,85,65,0,107,195
2020-09-26,1,5303,221,658,0,658,26,347,177,209,26,0,0,0,26,26,99,186,312,496,611,631,599,658,300,0,34,168,159,69,171
2020-09-27,1,46511,1938,4438,115,4438,115,115,405,697,1700,1311,2245,1948,1615,2066,2679,3299,4438,2737,2045,1908,2506,3925,1903,957,929,1140,1649,2440,1856
2020-09-28,1,50485,2104,3657,862,3657,862,1339,1695,1453,1771,2238,1875,2460,2135,2727,2714,3153,3418,3657,2009,2007,2045,2053,3108,2366,2112,862,1214,1094,980
2020-09-29,1,29673,1236,1930,400,1930,400,942,1063,1224,1839,1714,1222,1130,1484,1428,1431,1274,1930,1735,1577,1184,1589,987,703,400,517,639,1028,998,1636
2020-09-30,1,27962,1165,2263,381,2263,381,2263,1353,1262,1302,1410,1123,830,1046,852,976,1158,1118,903,957,1275,1181,1027,800,381,1563,1899,995,1020,1270
2020-10-01,1,4782,199,825,0,825,83,825,399,423,771,116,420,104,0,0,0,0,148,83,104,425,431,382,152,0,0,0,0,0,0
2020-10-02,1,179,7,173,0,173,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,173
2020-10-03,1,1362,57,362,0,362,23,362,62,62,293,239,0,170,0,0,0,0,0,30,23,58,0,24,0,0,0,0,0,0,39
2020-10-04,1,30005,1250,5383,0,5383,270,713,940,270,555,764,361,0,337,439,0,0,0,277,345,0,449,766,1145,2682,4531,3034,2641,4374,5383
2020-10-05,1,111280,4637,7772,0,7772,2012,4443,5149,4410,4270,5584,6086,5607,6129,6141,6008,5266,3642,0,0,0,2012,7772,5446,4215,5427,5561,6344,5897,5868
2020-10-06,1,58992,2458,6810,452,6810,452,6810,5486,3652,2121,2318,4326,3161,2466,2760,2641,1950,2077,2223,2104,2665,2784,2060,1365,1054,1866,1409,783,452,460
2020-10-07,1,104140,4339,7040,631,7040,631,631,892,948,1527,1287,2551,3661,3467,3887,4924,5018,5278,6135,6172,6913,7040,6080,5352,3943,4325,5035,5849,6691,6533
2020-10-08,1,183925,7664,9780,0,9780,6697,6825,8185,7235,7445,7136,7280,7659,8066,8941,9127,9214,8581,0,0,6697,9634,9753,9780,9232,9510,9045,8151,8227,8203
2020-10-09,1,151718,6322,9207,1966,9207,1966,7919,8349,8190,7939,7024,6577,8538,9207,9031,9153,7306,7055,6206,6537,6341,5992,5185,5227,4838,3699,3531,3122,2788,1966
2020-10-10,1,19013,792,1975,0,1975,134,1590,1658,1905,1975,1887,1314,764,700,491,230,267,146,491,879,1374,988,574,134,0,0,171,398,652,426
2020-10-11,1,13884,579,1120,0,1120,51,642,730,867,799,872,561,701,632,687,1070,1120,1081,827,1074,947,739,391,94,0,0,0,0,0,51
2020-10-12,1,72825,3034,6690,330,6690,330,421,330,345,1483,1842,1068,540,1340,2455,3227,1794,2150,4616,6690,6527,5177,6317,5335,3438,4412,3232,3253,3187,3644
2020-10-13,1,112623,4693,9239,0,9239,819,4309,4955,5255,7576,9056,8171,9239,7845,5301,6786,4996,6697,2324,0,819,6369,5981,3605,2798,2403,3020,2221,1500,1396
2020-10-14,1,54441,2268,3430,631,3430,631,1215,1273,1555,2028,2858,2648,3284,2987,2199,2674,2550,3430,3137,2679,2244,1852,1505,722,631,1095,3242,3275,3255,2103
2020-10-15,1,37719,1572,3141,328,3141,328,1201,1212,1728,1737,1493,1688,3141,2010,1684,1694,2161,2457,2595,1792,1573,1876,1478,1265,1423,996,1140,512,537,328
2020-10-16,1,24259,1011,2658,0,2658,140,487,637,1050,1187,1275,1441,1200,1164,907,665,880,1603,1659,2011,1600,2658,1737,1304,161,0,0,297,196,140
2020-10-17,1,33485,1395,2643,0,2643,65,0,65,293,655,573,390,2427,2201,1990,2093,2089,2074,1711,1476,1756,1424,992,617,803,1118,1766,2164,2166,2643
2020-10-18,1,26069,1086,2532,328,2532,328,2532,2182,2217,1940,2026,1785,1659,1147,678,565,427,545,593,760,659,730,466,328,496,522,877,645,779,1512
2020-10-19,1,24699,1029,3126,309,3126,309,1549,1138,1561,1704,2775,3126,846,780,309,866,674,322,538,527,514,580,687,818,1023,1197,968,762,620,814
2020-10-20,1,33553,1398,2578,772,2578,772,843,1130,991,1385,1732,1534,1129,1366,1237,1784,2536,2578,1722,1403,1488,1443,1296,1470,1696,1235,772,813,1119,851
2020-10-21,1,21271,886,3505,0,3505,4,567,755,478,629,551,0,0,27,183,242,4,4,181,111,0,557,1664,1615,3191,3505,1996,1804,1527,1682
2020-10-22,1,105117,4380,8022,1259,8022,1259,1259,1543,2032,2357,2819,4150,4562,4830,4991,4362,4077,4654,3354,2968,2459,3627,3594,4434,5722,6054,7747,7897,7603,8022
2020-10-23,1,139364,5807,7971,0,7971,1587,7855,7971,7735,7106,7130,7073,6912,7183,6616,7432,1587,0,0,0,5133,7581,7160,6413,6563,5529,5735,7086,6451,7112
2020-10-24,1,119487,4979,8033,0,8033,2645,7034,6327,6489,7340,6847,6085,5439,3719,4208,2645,0,0,0,4710,8033,7443,7713,7554,7893,5686,4582,3199,3499,3041
2020-10-25,1,60517,2522,9244,0,9244,478,1693,1425,1391,1742,2240,2700,1699,1461,1771,2619,2698,3252,0,0,478,2010,1928,1329,556,1401,5200,9244,6733,6945
2020-10-26,1,66769,2782,5750,1084,5750,1084,3423,2101,3788,4205,3892,3967,5750,5360,3889,1960,1763,1897,1989,2461,2518,2734,2297,1746,1857,1941,2109,2130,1908,1084
2020-10-27,1,24937,1039,3330,0,3330,34,1421,1948,1946,2291,2373,2034,3330,2076,1273,877,438,128,438,195,34,0,0,0,0,0,207,417,1432,2079
2020-10-28,1,111004,4625,10044,0,10044,1102,1360,1102,3767,5066,5943,6120,4655,0,1198,3004,1274,1135,1888,2049,3993,2433,2642,7241,8382,9016,8944,9966,10044,9783
2020-10-29,1,111292,4637,9048,1471,9048,1471,9048,8593,7345,5189,5013,5094,4643,5022,5123,5027,5310,4273,1471,3100,2522,3764,4479,3671,3233,2160,4450,4949,3767,4048
2020-10-30,1,80097,3337,7746,763,7746,763,5361,6927,7746,7293,6509,5449,4024,4653,3153,2479,2396,1752,1614,1798,1355,1156,827,763,1087,1255,3512,3670,2577,2744
2020-10-31,1,21735,906,2128,0,2128,171,2128,1577,1356,986,1221,1184,1474,879,1160,1631,1971,1644,1140,1053,633,688,430,171,180,231,0,0,0,0
2020-11-01,1,6847,285,1182,0,1182,80,0,0,0,0,0,0,0,0,0,80,212,338,133,715,1182,288,281,340,269,363,1122,871,361,293
2020-11-02,1,17562,732,3961,0,3961,218,218,0,0,685,1284,1456,1411,3169,3961,3732,1646,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,1,17085,712,3670,0,3670,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,3670,3165,3045,3396,3044
2020-11-04,1,68505,2854,6959,551,6959,551,2689,1707,1578,1484,1499,1960,2101,1753,1860,2107,2475,3651,551,1737,4514,3760,4285,6959,2266,2473,4118,4541,4592,3845
2020-11-05,1,22582,941,4428,0,4428,134,3645,4325,4428,2496,1311,1405,550,0,0,0,134,0,177,470,282,240,137,134,460,317,469,404,497,702
2020-11-06,1,1533,64,561,0,561,41,320,0,109,0,0,62,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,46,561,394
2020-11-07,1,47329,1972,4284,360,4284,360,794,360,865,1943,4284,3690,3526,3821,1769,1099,1233,1075,1084,1324,1348,2392,3578,1809,1775,1173,1635,1425,1793,3536
